area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;170150;398405;081;05;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2513;252,278447515233;170150398405;17015039840508105;170150398405081051;202602
1;170150;398405;081;06;1;1;2;1;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;2513;252,278447515233;170150398405;17015039840508106;170150398405081061;202602
1;170150;398405;081;07;1;1;2;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2513;252,278447515233;170150398405;17015039840508107;170150398405081071;202602
1;170150;398405;081;08;1;1;1;1;1;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2513;252,278447515233;170150398405;17015039840508108;170150398405081081;202602
1;170150;398405;081;10;1;1;2;1;1;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2513;252,278447515233;170150398405;17015039840508110;170150398405081101;202602
1;170151;003803;075;01;1;1;1;1;1;2;2;1;2;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;1;50;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307501;170151003803075011;202602
1;170151;003803;075;03;1;1;1;4;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;1;120;2; ;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307503;170151003803075031;202602
1;170151;003803;075;04;1;1;1;1;1;2;1;1;1;5;4;0;1;3;1; ; ;1; ; ;1;1;1;2;4;600; ; ; ;1;2;2; ;2; ;1;300;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307504;170151003803075041;202602
1;170151;003803;075;05;1;1;1;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;2;2; ;2; ;1;80;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307505;170151003803075051;202602
1;170151;003803;075;06;1;1;1;2;2;1;1;1;1;5;3;0;1;1;2; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;229,59558774819;170151003803;17015100380307506;170151003803075061;202602
1;170151;003803;075;07;1;1;1;4;2;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307507;170151003803075071;202602
1;170151;003803;075;10;1;1;1;4;1;2;1;1;1;7;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;2;2; ;2; ;1;100;2; ;2; ;2; ;2; ;1712;229,59558774819;170151003803;17015100380307510;170151003803075101;202602
2;170152;904601;063;01;1;1;1;1;2;2;1;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;180; ; ; ;1;1;1;1;2; ;1;75;2; ;2; ;2; ;2; ;1722;619,323495962468;170152904601;17015290460106301;170152904601063011;202602
2;170152;904601;063;02;1;3;2;1;1;2;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;4;4;140; ; ; ;1;1;2; ;2; ;1;40;2; ;2; ;2; ;2; ;1722;619,323495962468;170152904601;17015290460106302;170152904601063021;202602
2;170152;904601;063;04;1;3;1;1;3;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1722;619,323495962468;170152904601;17015290460106304;170152904601063041;202602
2;170152;904601;063;05;1;1;1;2;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1722;619,323495962468;170152904601;17015290460106305;170152904601063051;202602
2;170152;904601;063;06;1;1;2;1;2;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;140; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1722;619,323495962468;170152904601;17015290460106306;170152904601063061;202602
2;170152;904601;063;07;1;3;1;4;1;2;2;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;1;80;2; ;2; ;2; ;2; ;1722;619,323495962468;170152904601;17015290460106307;170152904601063071;202602
2;170152;904601;063;08;1;1;2;1;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;1;1;2;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1722;619,323495962468;170152904601;17015290460106308;170152904601063081;202602
2;170154;900303;055;01;1;3;4;2;3;4;2;1;3;1;1;0;1;1;2; ; ;1; ; ;2;1;1;2;4;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305501;170154900303055011;202602
2;170154;900303;055;02;1;1;1;1;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;120; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305502;170154900303055021;202602
2;170154;900303;055;03;1;1;1;2;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;80; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305503;170154900303055031;202602
2;170154;900303;055;04;1;3;4;3;2;4;2;1;2;1;0;0;2;1;2; ; ;1; ; ;2;2;1;2;4;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305504;170154900303055041;202602
2;170154;900303;055;05;1;1;4;2;2;1;2;1;1;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;50; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305505;170154900303055051;202602
2;170154;900303;055;06;1;4;2;1;2;2;2;1;1;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305506;170154900303055061;202602
2;170154;900303;055;07;1;1;1;2;3;2;2;1;3;3;2;1;1;1;1; ; ;1; ; ;1;1;1;2;4;130; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1721;241,132580423352;170154900303;17015490030305507;170154900303055071;202602
1;170155;013504;081;01;1;1;1;1;2;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;7264,79628219812;170155013504;17015501350408101;170155013504081011;202602
1;170155;013504;081;03;1;1;2;1;1;2;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;7264,79628219812;170155013504;17015501350408103;170155013504081031;202602
1;170155;013504;081;04;1;1;1;3;1;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;7264,79628219812;170155013504;17015501350408104;170155013504081041;202602
1;170155;013504;081;05;1;1;1;2;2;2;2;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;7264,79628219812;170155013504;17015501350408105;170155013504081051;202602
1;170155;013504;081;06;1;1;1;1;1;2;2;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;1;1;2; ;1;15;2; ;2; ;2; ;2; ;1713;7264,79628219812;170155013504;17015501350408106;170155013504081061;202602
1;170155;013504;081;07;1;1;2;1;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;7264,79628219812;170155013504;17015501350408107;170155013504081071;202602
1;170155;013504;081;08;1;1;1;2;1;2;1;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;1;20;2; ;2; ;2; ;2; ;1713;7264,79628219812;170155013504;17015501350408108;170155013504081081;202602
1;170155;014003;063;01;1;1;1;2;2;4;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1711;294,138160831113;170155014003;17015501400306301;170155014003063011;202602
1;170155;014003;063;02;1;1;2;1;2;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1711;294,138160831113;170155014003;17015501400306302;170155014003063021;202602
1;170155;014003;063;03;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;70;2; ;2; ;2; ;2; ;1711;294,138160831113;170155014003;17015501400306303;170155014003063031;202602
1;170155;014003;063;04;1;1;1;1;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1711;294,138160831113;170155014003;17015501400306304;170155014003063041;202602
1;170155;014003;063;05;1;1;1;1;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1711;294,138160831113;170155014003;17015501400306305;170155014003063051;202602
1;170155;014003;063;06;1;1;2;1;2;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1711;294,138160831113;170155014003;17015501400306306;170155014003063061;202602
1;170155;014003;063;07;1;1;1;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1711;294,138160831113;170155014003;17015501400306307;170155014003063071;202602
1;170155;016308;075;01;1;1;2;1;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;533,015005083515;170155016308;17015501630807501;170155016308075011;202602
1;170155;016308;075;03;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;533,015005083515;170155016308;17015501630807503;170155016308075031;202602
1;170155;016308;075;04;1;1;1;2;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;110;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;533,015005083515;170155016308;17015501630807504;170155016308075041;202602
1;170155;016308;075;05;1;1;1;1;1;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;533,015005083515;170155016308;17015501630807505;170155016308075051;202602
1;170155;016308;075;06;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;533,015005083515;170155016308;17015501630807506;170155016308075061;202602
1;170155;016308;075;08;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;533,015005083515;170155016308;17015501630807508;170155016308075081;202602
1;170155;016308;075;09;1;1;2;2;2;4;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;533,015005083515;170155016308;17015501630807509;170155016308075091;202602
1;170155;017704;081;01;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;6582,49844487711;170155017704;17015501770408101;170155017704081011;202602
1;170155;017704;081;02;1;1;1;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;180; ; ; ;1;1;1;1;2; ;1;130;2; ;2; ;2; ;2; ;1713;6582,49844487711;170155017704;17015501770408102;170155017704081021;202602
1;170155;017704;081;03;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;140;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;6582,49844487711;170155017704;17015501770408103;170155017704081031;202602
1;170155;017704;081;04;1;1;2;1;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;2;2; ;1;1;2; ;1;20;2; ;2; ;2; ;2; ;1713;6582,49844487711;170155017704;17015501770408104;170155017704081041;202602
1;170155;017704;081;07;1;1;2;1;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;6582,49844487711;170155017704;17015501770408107;170155017704081071;202602
1;170155;017704;081;10;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;6582,49844487711;170155017704;17015501770408110;170155017704081101;202602
1;170155;022204;075;01;1;3;1;2;2;4;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407501;170155022204075011;202602
1;170155;022204;075;03;1;3;2;1;1;4;2;1;1;3;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407503;170155022204075031;202602
1;170155;022204;075;04;1;3;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;120;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407504;170155022204075041;202602
1;170155;022204;075;05;1;3;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407505;170155022204075051;202602
1;170155;022204;075;06;1;3;1;1;1;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407506;170155022204075061;202602
1;170155;022204;075;07;1;3;4;2;3;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;2;1;1;2;4;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407507;170155022204075071;202602
1;170155;022204;075;09;1;3;2;1;1;4;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;5152,29248488958;170155022204;17015502220407509;170155022204075091;202602
1;170155;023512;055;01;1;1;1;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205501;170155023512055011;202602
1;170155;023512;055;02;1;1;1;2;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205502;170155023512055021;202602
1;170155;023512;055;03;1;1;1;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205503;170155023512055031;202602
1;170155;023512;055;04;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;150;2;2;2;1;1;2; ;2; ;1;50;2; ;2; ;2; ;2; ;1712;326,161301026229;170155023512;17015502351205504;170155023512055041;202602
1;170155;023512;055;05;1;1;1;4;1;2;1;1;1;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205505;170155023512055051;202602
1;170155;023512;055;07;1;1;1;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205507;170155023512055071;202602
1;170155;023512;055;08;1;1;1;3;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;326,161301026229;170155023512;17015502351205508;170155023512055081;202602
1;170155;030605;055;01;1;1;1;1;2;2;2;1;2;5;4;0;1;3;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;1;1;2; ;1;20;2; ;2; ;2; ;2; ;1713;764,670697480214;170155030605;17015503060505501;170155030605055011;202602
1;170155;030605;055;03;1;1;1;4;2;2;1;1;1;4;3;0;1;3;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;764,670697480214;170155030605;17015503060505503;170155030605055031;202602
1;170155;030605;055;04;1;2;2;1;2;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;764,670697480214;170155030605;17015503060505504;170155030605055041;202602
1;170155;030605;055;06;1;1;2;1;2;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;764,670697480214;170155030605;17015503060505506;170155030605055061;202602
1;170155;030605;055;07;1;1;3;1;2;4;2;1;2;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;50;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;764,670697480214;170155030605;17015503060505507;170155030605055071;202602
1;170155;030605;055;08;1;1;2;1;1;4;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;764,670697480214;170155030605;17015503060505508;170155030605055081;202602
1;170155;030605;055;10;1;1;1;1;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1713;764,670697480214;170155030605;17015503060505510;170155030605055101;202602
1;170155;036502;063;01;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;1;2; ;2; ;1;70;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206301;170155036502063011;202602
1;170155;036502;063;02;1;1;2;1;1;1;2;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;1;50;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206302;170155036502063021;202602
1;170155;036502;063;03;1;1;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206303;170155036502063031;202602
1;170155;036502;063;04;1;1;2;1;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;2171,51969384148;170155036502;17015503650206304;170155036502063041;202602
1;170155;036502;063;05;1;1;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;1;1;2; ;1;15;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206305;170155036502063051;202602
1;170155;036502;063;06;1;1;2;1;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;1;40;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206306;170155036502063061;202602
1;170155;036502;063;07;1;1;2;1;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;1;1;2; ;1;15;2; ;2; ;2; ;2; ;1712;2171,51969384148;170155036502;17015503650206307;170155036502063071;202602
1;170155;045802;055;02;1;1;1;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;180; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205502;170155045802055021;202602
1;170155;045802;055;03;1;1;1;1;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;100;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205503;170155045802055031;202602
1;170155;045802;055;04;1;1;2;1;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205504;170155045802055041;202602
1;170155;045802;055;05;1;1;1;3;2;4;2;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;3;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205505;170155045802055051;202602
1;170155;045802;055;06;1;1;1;1;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205506;170155045802055061;202602
1;170155;045802;055;07;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;100; ; ; ;2; ;1;1;2; ;1;20;2; ;2; ;2; ;2; ;1713;1210,75461742444;170155045802;17015504580205507;170155045802055071;202602
1;170155;045802;055;08;1;1;2;1;2;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1713;1210,75461742444;170155045802;17015504580205508;170155045802055081;202602
1;170156;062502;063;01;1;1;1;1;1;2;1;1;1;6;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;1;80;2; ;2; ;2; ;2; ;2; ;1712;723,381855234721;170156062502;17015606250206301;170156062502063011;202602
1;170156;062502;063;02;1;1;1;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1712;723,381855234721;170156062502;17015606250206302;170156062502063021;202602
1;170156;062502;063;03;1;1;1;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;723,381855234721;170156062502;17015606250206303;170156062502063031;202602
1;170156;062502;063;04;1;1;1;1;1;2;2;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;723,381855234721;170156062502;17015606250206304;170156062502063041;202602
1;170156;062502;063;05;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;1;80;2; ;2; ;2; ;2; ;1712;723,381855234721;170156062502;17015606250206305;170156062502063051;202602
1;170156;062502;063;06;1;1;1;1;1;2;1;1;1;5;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1712;723,381855234721;170156062502;17015606250206306;170156062502063061;202602
1;170156;062502;063;07;1;1;1;1;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;1;60;2; ;2; ;2; ;1712;723,381855234721;170156062502;17015606250206307;170156062502063071;202602
2;170156;900302;063;01;1;1;1;1;1;2;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1723;95,9918114640255;170156900302;17015690030206301;170156900302063011;202602
2;170156;900302;063;02;1;3;4;2;2;4;2;1;2;2;1;0;1;1;2; ; ;1; ; ;1;3;1;2;5;60; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1723;95,9918114640255;170156900302;17015690030206302;170156900302063021;202602
2;170156;900302;063;03;1;1;1;2;1;2;1;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1723;95,9918114640255;170156900302;17015690030206303;170156900302063031;202602
2;170156;900302;063;04;1;2;2;1;2;2;1;1;1;5;4;0;1;1;5;1; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;1;60;2; ;2; ;2; ;2; ;1723;95,9918114640255;170156900302;17015690030206304;170156900302063041;202602
2;170156;900302;063;05;1;3;1;1;3;2;2;1;3;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;180; ; ; ;1;1;2; ;2; ;1;80;2; ;2; ;2; ;2; ;1723;95,9918114640255;170156900302;17015690030206305;170156900302063051;202602
2;170156;900302;063;07;1;2;1;1;1;2;1;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1723;95,9918114640255;170156900302;17015690030206307;170156900302063071;202602
2;170156;900302;063;08;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;6;200; ; ; ;1;1;2; ;2; ;1;80;2; ;2; ;2; ;2; ;1723;95,9918114640255;170156900302;17015690030206308;170156900302063081;202602
